monophyletic_group_code	Genes	Homolog group	Multiple sequence alignment	Phylogenetic tree	Species
F11194_MSL_G1	BOX15_Mlig008630g1, BOX15_Mlig008149g1	187390_Msl.28634.faa	187390_Msl.28634.faa.msa	187390_Msl.28634.faa.msa.tree.	M. lignano
F11195_MSL_G1	BOX15_Mlig012651g3, BOX15_Mlig029417g1	187416_Msl.28660.faa	187416_Msl.28660.faa.msa	187416_Msl.28660.faa.msa.tree.	M. lignano
F11196_MSL_G1	BOX15_Mlig032811g1, BOX15_Mlig009879g2, BOX15_Mlig031207g2	187426_Msl.28670.faa	187426_Msl.28670.faa.msa	187426_Msl.28670.faa.msa.tree.	M. lignano
F11197_MSL_G1	BOX15_Mlig026905g1, BOX15_Mlig001447g1	187434_Msl.28678.faa	187434_Msl.28678.faa.msa	187434_Msl.28678.faa.msa.tree.	M. lignano
F11199_MSL_G1	BOX15_Mlig004472g1, BOX15_Mlig024070g2	187454_Msl.28698.faa	187454_Msl.28698.faa.msa	187454_Msl.28698.faa.msa.tree.	M. lignano
F11200_MSL_G1	BOX15_Mlig024865g3, BOX15_Mlig003106g1	187473_Msl.28717.faa	187473_Msl.28717.faa.msa	187473_Msl.28717.faa.msa.tree.	M. lignano
F11201_MSL_G1	BOX15_Mlig024051g2, BOX15_Mlig007296g1	187495_Msl.28739.faa	187495_Msl.28739.faa.msa	187495_Msl.28739.faa.msa.tree.	M. lignano
F11202_MSL_G1	BOX15_Mlig017790g1, BOX15_Mlig020429g1	187529_Msl.28773.faa	187529_Msl.28773.faa.msa	187529_Msl.28773.faa.msa.tree.	M. lignano
F11203_MSL_G1	BOX15_Mlig009768g2, BOX15_Mlig029261g14, BOX15_Mlig012542g3	187540_Msl.28784.faa	187540_Msl.28784.faa.msa	187540_Msl.28784.faa.msa.tree.	M. lignano
F11204_MSL_G1	BOX15_Mlig012542g2, BOX15_Mlig009768g1	187551_Msl.28795.faa	187551_Msl.28795.faa.msa	187551_Msl.28795.faa.msa.tree.	M. lignano
F11205_MSL_G1	BOX15_Mlig002575g1, BOX15_Mlig024082g11	187570_Msl.28814.faa	187570_Msl.28814.faa.msa	187570_Msl.28814.faa.msa.tree.	M. lignano
F11206_MSL_G1	BOX15_Mlig002670g2, BOX15_Mlig021981g1, BOX15_Mlig002670g1	187575_Msl.28819.faa	187575_Msl.28819.faa.msa	187575_Msl.28819.faa.msa.tree.	M. lignano
F11207_MSL_G1	BOX15_Mlig000723g10, BOX15_Mlig000723g1, BOX15_Mlig007037g1, BOX15_Mlig000723g4	187593_Msl.28837.faa	187593_Msl.28837.faa.msa	187593_Msl.28837.faa.msa.tree.	M. lignano
F11208_MSL_G1	BOX15_Mlig031807g3, BOX15_Mlig031807g1, BOX15_Mlig031807g2	187594_Msl.28838.faa	187594_Msl.28838.faa.msa	187594_Msl.28838.faa.msa.tree.	M. lignano
F11209_MSL_G1	BOX15_Mlig009980g3, BOX15_Mlig015937g2	187596_Msl.28840.faa	187596_Msl.28840.faa.msa	187596_Msl.28840.faa.msa.tree.	M. lignano
F11210_MSL_G1	BOX15_Mlig011542g3, BOX15_Mlig011542g1, BOX15_Mlig011542g2	187609_Msl.28853.faa	187609_Msl.28853.faa.msa	187609_Msl.28853.faa.msa.tree.	M. lignano
F11211_MSL_G1	BOX15_Mlig010981g3, BOX15_Mlig010981g1	187610_Msl.28854.faa	187610_Msl.28854.faa.msa	187610_Msl.28854.faa.msa.tree.	M. lignano
F11212_MSL_G1	BOX15_Mlig002633g1, BOX15_Mlig013829g1, BOX15_Mlig029275g1	187627_Msl.28871.faa	187627_Msl.28871.faa.msa	187627_Msl.28871.faa.msa.tree.	M. lignano
F11213_MSL_G1	BOX15_Mlig007397g2, BOX15_Mlig007397g1, BOX15_Mlig033381g1	187629_Msl.28873.faa	187629_Msl.28873.faa.msa	187629_Msl.28873.faa.msa.tree.	M. lignano
F11214_MSL_G1	BOX15_Mlig006181g1, BOX15_Mlig012017g1, BOX15_Mlig012017g2	187630_Msl.28874.faa	187630_Msl.28874.faa.msa	187630_Msl.28874.faa.msa.tree.	M. lignano
F11215_MSL_G1	BOX15_Mlig027059g2, BOX15_Mlig024896g3	187636_Msl.28880.faa	187636_Msl.28880.faa.msa	187636_Msl.28880.faa.msa.tree.	M. lignano
F11216_MSL_G1	BOX15_Mlig012980g1, BOX15_Mlig029502g1	187639_Msl.28883.faa	187639_Msl.28883.faa.msa	187639_Msl.28883.faa.msa.tree.	M. lignano
F11218_MSL_G1	BOX15_Mlig031332g1, BOX15_Mlig031332g2	187645_Msl.28889.faa	187645_Msl.28889.faa.msa	187645_Msl.28889.faa.msa.tree.	M. lignano
F11219_MSL_G1	BOX15_Mlig021966g2, BOX15_Mlig021966g1	187647_Msl.28891.faa	187647_Msl.28891.faa.msa	187647_Msl.28891.faa.msa.tree.	M. lignano
F11220_MSL_G1	BOX15_Mlig030240g1, BOX15_Mlig016029g6, BOX15_Mlig016029g5	187648_Msl.28892.faa	187648_Msl.28892.faa.msa	187648_Msl.28892.faa.msa.tree.	M. lignano
F11221_MSL_G1	BOX15_Mlig005671g2, BOX15_Mlig029620g1, BOX15_Mlig033075g1, BOX15_Mlig016294g2, BOX15_Mlig031613g1, BOX15_Mlig031613g2	187676_Msl.28920.faa	187676_Msl.28920.faa.msa	187676_Msl.28920.faa.msa.tree.	M. lignano
F11222_MSL_G1	BOX15_Mlig023160g3, BOX15_Mlig023160g4, BOX15_Mlig023160g1	187680_Msl.28924.faa	187680_Msl.28924.faa.msa	187680_Msl.28924.faa.msa.tree.	M. lignano
F11223_MSL_G1	BOX15_Mlig022594g1, BOX15_Mlig020827g1	187681_Msl.28925.faa	187681_Msl.28925.faa.msa	187681_Msl.28925.faa.msa.tree.	M. lignano
F11224_MSL_G1	BOX15_Mlig007238g1, BOX15_Mlig033075g2	187686_Msl.28930.faa	187686_Msl.28930.faa.msa	187686_Msl.28930.faa.msa.tree.	M. lignano
F11225_MSL_G1	BOX15_Mlig001419g1, BOX15_Mlig001419g2, BOX15_Mlig001419g6, BOX15_Mlig009926g1, BOX15_Mlig028847g1, BOX15_Mlig001419g4, BOX15_Mlig009725g1, BOX15_Mlig011713g2	187687_Msl.28931.faa	187687_Msl.28931.faa.msa	187687_Msl.28931.faa.msa.tree.	M. lignano
F11226_MSL_G1	BOX15_Mlig011713g1, BOX15_Mlig001419g3	187689_Msl.28933.faa	187689_Msl.28933.faa.msa	187689_Msl.28933.faa.msa.tree.	M. lignano
F11228_MSL_G1	BOX15_Mlig011713g3, BOX15_Mlig001419g5	187691_Msl.28935.faa	187691_Msl.28935.faa.msa	187691_Msl.28935.faa.msa.tree.	M. lignano
F11229_MSL_G1	BOX15_Mlig002825g1, BOX15_Mlig002825g2	187693_Msl.28937.faa	187693_Msl.28937.faa.msa	187693_Msl.28937.faa.msa.tree.	M. lignano
F11230_MSL_G1	BOX15_Mlig017422g1, BOX15_Mlig006765g1	187694_Msl.28938.faa	187694_Msl.28938.faa.msa	187694_Msl.28938.faa.msa.tree.	M. lignano
F11231_MSL_G1	BOX15_Mlig032919g1, BOX15_Mlig033606g1, BOX15_Mlig033606g2	187695_Msl.28939.faa	187695_Msl.28939.faa.msa	187695_Msl.28939.faa.msa.tree.	M. lignano
F11232_MSL_G1	BOX15_Mlig032808g4, BOX15_Mlig033648g3, BOX15_Mlig032808g3	187705_Msl.28949.faa	187705_Msl.28949.faa.msa	187705_Msl.28949.faa.msa.tree.	M. lignano
F11233_MSL_G1	BOX15_Mlig033648g1, BOX15_Mlig033648g4, BOX15_Mlig032808g1	187708_Msl.28952.faa	187708_Msl.28952.faa.msa	187708_Msl.28952.faa.msa.tree.	M. lignano
F11234_MSL_G1	BOX15_Mlig005944g2, BOX15_Mlig005944g3, BOX15_Mlig005944g1	187730_Msl.28974.faa	187730_Msl.28974.faa.msa	187730_Msl.28974.faa.msa.tree.	M. lignano
F11235_MSL_G1	BOX15_Mlig001590g1, BOX15_Mlig001590g4, BOX15_Mlig001590g2, BOX15_Mlig015566g1	187731_Msl.28975.faa	187731_Msl.28975.faa.msa	187731_Msl.28975.faa.msa.tree.	M. lignano
F11236_MSL_G1	BOX15_Mlig003584g1, BOX15_Mlig014426g2, BOX15_Mlig028788g1	187733_Msl.28977.faa	187733_Msl.28977.faa.msa	187733_Msl.28977.faa.msa.tree.	M. lignano
F11237_MSL_G1	BOX15_Mlig014426g4, BOX15_Mlig014426g3, BOX15_Mlig014426g1	187734_Msl.28978.faa	187734_Msl.28978.faa.msa	187734_Msl.28978.faa.msa.tree.	M. lignano
F11238_MSL_G1	BOX15_Mlig027445g1, BOX15_Mlig021686g1, BOX15_Mlig027445g2	187735_Msl.28979.faa	187735_Msl.28979.faa.msa	187735_Msl.28979.faa.msa.tree.	M. lignano
F11239_MSL_G1	BOX15_Mlig015473g1, BOX15_Mlig015473g2	187736_Msl.28980.faa	187736_Msl.28980.faa.msa	187736_Msl.28980.faa.msa.tree.	M. lignano
F11240_MSL_G1	BOX15_Mlig006918g1, BOX15_Mlig006918g2, BOX15_Mlig006918g3	187751_Msl.28995.faa	187751_Msl.28995.faa.msa	187751_Msl.28995.faa.msa.tree.	M. lignano
F11241_MSL_G1	BOX15_Mlig010284g1, BOX15_Mlig003578g1	187759_Msl.29003.faa	187759_Msl.29003.faa.msa	187759_Msl.29003.faa.msa.tree.	M. lignano
F11242_MSL_G1	BOX15_Mlig010386g1, BOX15_Mlig009880g1	187763_Msl.29007.faa	187763_Msl.29007.faa.msa	187763_Msl.29007.faa.msa.tree.	M. lignano
F11243_MSL_G1	BOX15_Mlig032742g3, BOX15_Mlig032742g1, BOX15_Mlig032742g4, BOX15_Mlig032742g2	187773_Msl.29017.faa	187773_Msl.29017.faa.msa	187773_Msl.29017.faa.msa.tree.	M. lignano
F11244_MSL_G1	BOX15_Mlig007312g1, BOX15_Mlig004364g2	187777_Msl.29021.faa	187777_Msl.29021.faa.msa	187777_Msl.29021.faa.msa.tree.	M. lignano
F11245_MSL_G1	BOX15_Mlig018172g2, BOX15_Mlig018172g1	187778_Msl.29022.faa	187778_Msl.29022.faa.msa	187778_Msl.29022.faa.msa.tree.	M. lignano
F11246_MSL_G1	BOX15_Mlig020725g1, BOX15_Mlig020725g2, BOX15_Mlig020725g3	187779_Msl.29023.faa	187779_Msl.29023.faa.msa	187779_Msl.29023.faa.msa.tree.	M. lignano
F11247_MSL_G1	BOX15_Mlig006200g1, BOX15_Mlig024065g1, BOX15_Mlig001222g1	187781_Msl.29025.faa	187781_Msl.29025.faa.msa	187781_Msl.29025.faa.msa.tree.	M. lignano
F11248_MSL_G1	BOX15_Mlig018197g2, BOX15_Mlig012729g1, BOX15_Mlig018197g1, BOX15_Mlig018197g3	187785_Msl.29029.faa	187785_Msl.29029.faa.msa	187785_Msl.29029.faa.msa.tree.	M. lignano
F11249_MSL_G1	BOX15_Mlig001998g2, BOX15_Mlig000650g1, BOX15_Mlig001960g13, BOX15_Mlig030586g1	187796_Msl.29040.faa	187796_Msl.29040.faa.msa	187796_Msl.29040.faa.msa.tree.	M. lignano
F11250_MSL_G1	BOX15_Mlig000520g14, BOX15_Mlig000520g15	187823_Msl.29067.faa	187823_Msl.29067.faa.msa	187823_Msl.29067.faa.msa.tree.	M. lignano
F11251_MSL_G1	BOX15_Mlig020969g1, BOX15_Mlig013727g1, BOX15_Mlig013727g2	187829_Msl.29073.faa	187829_Msl.29073.faa.msa	187829_Msl.29073.faa.msa.tree.	M. lignano
F11252_MSL_G1	BOX15_Mlig033410g1, BOX15_Mlig033410g2, BOX15_Mlig033410g3	187862_Msl.29106.faa	187862_Msl.29106.faa.msa	187862_Msl.29106.faa.msa.tree.	M. lignano
F11253_MSL_G1	BOX15_Mlig019682g1, BOX15_Mlig019682g2	187863_Msl.29107.faa	187863_Msl.29107.faa.msa	187863_Msl.29107.faa.msa.tree.	M. lignano
F11254_MSL_G1	BOX15_Mlig018808g1, BOX15_Mlig021873g1	187882_Msl.29126.faa	187882_Msl.29126.faa.msa	187882_Msl.29126.faa.msa.tree.	M. lignano
F11255_MSL_G1	BOX15_Mlig001006g5, BOX15_Mlig001006g2	187884_Msl.29128.faa	187884_Msl.29128.faa.msa	187884_Msl.29128.faa.msa.tree.	M. lignano
F11256_MSL_G1	BOX15_Mlig001006g3, BOX15_Mlig001006g8	187886_Msl.29130.faa	187886_Msl.29130.faa.msa	187886_Msl.29130.faa.msa.tree.	M. lignano
F11257_MSL_G1	BOX15_Mlig023465g2, BOX15_Mlig014284g1, BOX15_Mlig023465g1	187887_Msl.29131.faa	187887_Msl.29131.faa.msa	187887_Msl.29131.faa.msa.tree.	M. lignano
F11258_MSL_G1	BOX15_Mlig004261g3, BOX15_Mlig004261g2, BOX15_Mlig004475g1, BOX15_Mlig004475g2	187889_Msl.29133.faa	187889_Msl.29133.faa.msa	187889_Msl.29133.faa.msa.tree.	M. lignano
F11259_MSL_G1	BOX15_Mlig002415g3, BOX15_Mlig002415g2	187894_Msl.29138.faa	187894_Msl.29138.faa.msa	187894_Msl.29138.faa.msa.tree.	M. lignano
F11260_MSL_G1	BOX15_Mlig015105g5, BOX15_Mlig015105g6	187908_Msl.29152.faa	187908_Msl.29152.faa.msa	187908_Msl.29152.faa.msa.tree.	M. lignano
F11262_MSL_G1	BOX15_Mlig004587g2, BOX15_Mlig004587g4	187965_Msl.29209.faa	187965_Msl.29209.faa.msa	187965_Msl.29209.faa.msa.tree.	M. lignano
F11263_MSL_G1	BOX15_Mlig021277g1, BOX15_Mlig021277g3, BOX15_Mlig021277g2	187988_Msl.29232.faa	187988_Msl.29232.faa.msa	187988_Msl.29232.faa.msa.tree.	M. lignano
F11264_MSL_G1	BOX15_Mlig012506g3, BOX15_Mlig012506g2	187994_Msl.29238.faa	187994_Msl.29238.faa.msa	187994_Msl.29238.faa.msa.tree.	M. lignano
F11266_MSL_G1	BOX15_Mlig018711g1, BOX15_Mlig004926g1	188017_Msl.29261.faa	188017_Msl.29261.faa.msa	188017_Msl.29261.faa.msa.tree.	M. lignano
F11267_MSL_G1	BOX15_Mlig033845g1, BOX15_Mlig034366g1, BOX15_Mlig016745g1	188026_Msl.29270.faa	188026_Msl.29270.faa.msa	188026_Msl.29270.faa.msa.tree.	M. lignano
F11269_MSL_G1	BOX15_Mlig034274g1, BOX15_Mlig008118g1	188070_Msl.29314.faa	188070_Msl.29314.faa.msa	188070_Msl.29314.faa.msa.tree.	M. lignano
F11270_MSL_G1	BOX15_Mlig006735g2, BOX15_Mlig014503g2	188082_Msl.29326.faa	188082_Msl.29326.faa.msa	188082_Msl.29326.faa.msa.tree.	M. lignano
F11271_MSL_G1	BOX15_Mlig003917g4, BOX15_Mlig001745g1, BOX15_Mlig003917g3	188109_Msl.29353.faa	188109_Msl.29353.faa.msa	188109_Msl.29353.faa.msa.tree.	M. lignano
F11272_MSL_G1	BOX15_Mlig003917g5, BOX15_Mlig003917g1, BOX15_Mlig003917g2	188110_Msl.29354.faa	188110_Msl.29354.faa.msa	188110_Msl.29354.faa.msa.tree.	M. lignano
F11273_MSL_G1	BOX15_Mlig032857g1, BOX15_Mlig032857g2, BOX15_Mlig023601g1	188111_Msl.29355.faa	188111_Msl.29355.faa.msa	188111_Msl.29355.faa.msa.tree.	M. lignano
F11274_MSL_G1	BOX15_Mlig007149g1, BOX15_Mlig000617g2	188113_Msl.29357.faa	188113_Msl.29357.faa.msa	188113_Msl.29357.faa.msa.tree.	M. lignano
F11275_MSL_G1	BOX15_Mlig011111g1, BOX15_Mlig000617g1, BOX15_Mlig027872g1	188114_Msl.29358.faa	188114_Msl.29358.faa.msa	188114_Msl.29358.faa.msa.tree.	M. lignano
F11276_MSL_G1	BOX15_Mlig026890g2, BOX15_Mlig026890g3	188115_Msl.29359.faa	188115_Msl.29359.faa.msa	188115_Msl.29359.faa.msa.tree.	M. lignano
F11277_MSL_G1	BOX15_Mlig005308g1, BOX15_Mlig005308g3, BOX15_Mlig005308g2	188116_Msl.29360.faa	188116_Msl.29360.faa.msa	188116_Msl.29360.faa.msa.tree.	M. lignano
F11278_MSL_G1	BOX15_Mlig015585g2, BOX15_Mlig015585g1, BOX15_Mlig021142g1	188119_Msl.29363.faa	188119_Msl.29363.faa.msa	188119_Msl.29363.faa.msa.tree.	M. lignano
F11279_MSL_G1	BOX15_Mlig018779g2, BOX15_Mlig018779g1	188130_Msl.29374.faa	188130_Msl.29374.faa.msa	188130_Msl.29374.faa.msa.tree.	M. lignano
F11280_MSL_G1	BOX15_Mlig021936g1, BOX15_Mlig033770g2, BOX15_Mlig031750g2, BOX15_Mlig031750g1	188131_Msl.29375.faa	188131_Msl.29375.faa.msa	188131_Msl.29375.faa.msa.tree.	M. lignano
F11281_MSL_G1	BOX15_Mlig031630g1, BOX15_Mlig031630g2, BOX15_Mlig031630g3, BOX15_Mlig027627g1	188159_Msl.29403.faa	188159_Msl.29403.faa.msa	188159_Msl.29403.faa.msa.tree.	M. lignano
F11282_MSL_G1	BOX15_Mlig008192g3, BOX15_Mlig008192g1	188172_Msl.29416.faa	188172_Msl.29416.faa.msa	188172_Msl.29416.faa.msa.tree.	M. lignano
F11283_MSL_G1	BOX15_Mlig008192g2, BOX15_Mlig030189g1	188174_Msl.29418.faa	188174_Msl.29418.faa.msa	188174_Msl.29418.faa.msa.tree.	M. lignano
F11284_MSL_G1	BOX15_Mlig031869g1, BOX15_Mlig028118g1	188198_Msl.29442.faa	188198_Msl.29442.faa.msa	188198_Msl.29442.faa.msa.tree.	M. lignano
F11285_MSL_G1	BOX15_Mlig004469g1, BOX15_Mlig023756g1	188199_Msl.29443.faa	188199_Msl.29443.faa.msa	188199_Msl.29443.faa.msa.tree.	M. lignano
F11286_MSL_G1	BOX15_Mlig010624g1, BOX15_Mlig027259g1	18820_dpy.5186.faa	18820_dpy.5186.faa.msa	18820_dpy.5186.faa.msa.contree.tree.	M. lignano
F11287_MSL_G1	BOX15_Mlig016847g1, BOX15_Mlig005198g1	188201_Msl.29445.faa	188201_Msl.29445.faa.msa	188201_Msl.29445.faa.msa.tree.	M. lignano
F11288_MSL_G1	BOX15_Mlig024546g2, BOX15_Mlig024546g1	188210_Msl.29454.faa	188210_Msl.29454.faa.msa	188210_Msl.29454.faa.msa.tree.	M. lignano
F11289_MSL_G1	BOX15_Mlig029094g3, BOX15_Mlig029094g4, BOX15_Mlig029094g2	188213_Msl.29457.faa	188213_Msl.29457.faa.msa	188213_Msl.29457.faa.msa.tree.	M. lignano
F11290_MSL_G1	BOX15_Mlig024801g3, BOX15_Mlig024801g1	188214_Msl.29458.faa	188214_Msl.29458.faa.msa	188214_Msl.29458.faa.msa.tree.	M. lignano
F11291_MSL_G1	BOX15_Mlig023028g3, BOX15_Mlig010988g2	188235_Msl.29479.faa	188235_Msl.29479.faa.msa	188235_Msl.29479.faa.msa.tree.	M. lignano
F11292_MSL_G1	BOX15_Mlig015229g1, BOX15_Mlig009375g2, BOX15_Mlig024202g1	188236_Msl.29480.faa	188236_Msl.29480.faa.msa	188236_Msl.29480.faa.msa.tree.	M. lignano
F11293_MSL_G1	BOX15_Mlig024505g1, BOX15_Mlig024505g3, BOX15_Mlig024505g2	188237_Msl.29481.faa	188237_Msl.29481.faa.msa	188237_Msl.29481.faa.msa.tree.	M. lignano
F11294_MSL_G1	BOX15_Mlig003195g3, BOX15_Mlig003195g1, BOX15_Mlig003195g2	188238_Msl.29482.faa	188238_Msl.29482.faa.msa	188238_Msl.29482.faa.msa.tree.	M. lignano
F11295_MSL_G1	BOX15_Mlig032416g1, BOX15_Mlig022063g1	188242_Msl.29486.faa	188242_Msl.29486.faa.msa	188242_Msl.29486.faa.msa.tree.	M. lignano
F11296_MSL_G1	BOX15_Mlig002223g1, BOX15_Mlig028703g1	188245_Msl.29489.faa	188245_Msl.29489.faa.msa	188245_Msl.29489.faa.msa.tree.	M. lignano
F11297_MSL_G1	BOX15_Mlig012128g1, BOX15_Mlig002223g2	188246_Msl.29490.faa	188246_Msl.29490.faa.msa	188246_Msl.29490.faa.msa.tree.	M. lignano
F11298_MSL_G1	BOX15_Mlig025505g3, BOX15_Mlig025505g5	188248_Msl.29492.faa	188248_Msl.29492.faa.msa	188248_Msl.29492.faa.msa.tree.	M. lignano
F11299_MSL_G1	BOX15_Mlig022346g1, BOX15_Mlig014167g1, BOX15_Mlig017351g1	188260_Msl.29504.faa	188260_Msl.29504.faa.msa	188260_Msl.29504.faa.msa.tree.	M. lignano
F11300_MSL_G1	BOX15_Mlig024751g1, BOX15_Mlig006959g1, BOX15_Mlig010511g1	188261_Msl.29505.faa	188261_Msl.29505.faa.msa	188261_Msl.29505.faa.msa.tree.	M. lignano
F11301_MSL_G1	BOX15_Mlig031884g1, BOX15_Mlig024291g1, BOX15_Mlig029778g1	188263_Msl.29507.faa	188263_Msl.29507.faa.msa	188263_Msl.29507.faa.msa.tree.	M. lignano
F11302_MSL_G1	BOX15_Mlig027461g1, BOX15_Mlig024773g1	188269_Msl.29513.faa	188269_Msl.29513.faa.msa	188269_Msl.29513.faa.msa.tree.	M. lignano
F11303_MSL_G1	BOX15_Mlig019123g2, BOX15_Mlig019123g3	188274_Msl.29518.faa	188274_Msl.29518.faa.msa	188274_Msl.29518.faa.msa.tree.	M. lignano
F11304_MSL_G1	BOX15_Mlig004336g2, BOX15_Mlig004336g1	188275_Msl.29519.faa	188275_Msl.29519.faa.msa	188275_Msl.29519.faa.msa.tree.	M. lignano
F11305_MSL_G1	BOX15_Mlig004336g3, BOX15_Mlig002770g1	188276_Msl.29520.faa	188276_Msl.29520.faa.msa	188276_Msl.29520.faa.msa.tree.	M. lignano
F11306_MSL_G1	BOX15_Mlig003167g1, BOX15_Mlig032375g1	188278_Msl.29522.faa	188278_Msl.29522.faa.msa	188278_Msl.29522.faa.msa.tree.	M. lignano
F11307_MSL_G1	BOX15_Mlig002320g1, BOX15_Mlig002320g2	188280_Msl.29524.faa	188280_Msl.29524.faa.msa	188280_Msl.29524.faa.msa.tree.	M. lignano
F11308_MSL_G1	BOX15_Mlig006846g1, BOX15_Mlig031829g1	188281_Msl.29525.faa	188281_Msl.29525.faa.msa	188281_Msl.29525.faa.msa.tree.	M. lignano
F11309_MSL_G1	BOX15_Mlig002636g1, BOX15_Mlig009124g1, BOX15_Mlig009124g2	188282_Msl.29526.faa	188282_Msl.29526.faa.msa	188282_Msl.29526.faa.msa.tree.	M. lignano
F11310_MSL_G1	BOX15_Mlig009420g1, BOX15_Mlig009420g5	188285_Msl.29529.faa	188285_Msl.29529.faa.msa	188285_Msl.29529.faa.msa.tree.	M. lignano
F11311_MSL_G1	BOX15_Mlig012765g1, BOX15_Mlig012765g2	188303_Msl.29547.faa	188303_Msl.29547.faa.msa	188303_Msl.29547.faa.msa.tree.	M. lignano
F11312_MSL_G1	BOX15_Mlig031509g1, BOX15_Mlig000121g4	188382_Msl.29626.faa	188382_Msl.29626.faa.msa	188382_Msl.29626.faa.msa.tree.	M. lignano
F11313_MSL_G1	BOX15_Mlig030139g1, BOX15_Mlig030139g3, BOX15_Mlig030139g2	188383_Msl.29627.faa	188383_Msl.29627.faa.msa	188383_Msl.29627.faa.msa.tree.	M. lignano
F11314_MSL_G1	BOX15_Mlig016917g3, BOX15_Mlig016917g2, BOX15_Mlig016917g1	188408_Msl.29652.faa	188408_Msl.29652.faa.msa	188408_Msl.29652.faa.msa.tree.	M. lignano
F11315_MSL_G1	BOX15_Mlig032897g1, BOX15_Mlig032897g2	188409_Msl.29653.faa	188409_Msl.29653.faa.msa	188409_Msl.29653.faa.msa.tree.	M. lignano
F11316_MSL_G1	BOX15_Mlig010681g1, BOX15_Mlig029980g1	188410_Msl.29654.faa	188410_Msl.29654.faa.msa	188410_Msl.29654.faa.msa.tree.	M. lignano
F11317_MSL_G1	BOX15_Mlig034135g1, BOX15_Mlig034135g2, BOX15_Mlig034135g3	188412_Msl.29656.faa	188412_Msl.29656.faa.msa	188412_Msl.29656.faa.msa.tree.	M. lignano
F11318_MSL_G1	BOX15_Mlig026768g1, BOX15_Mlig026768g2, BOX15_Mlig028239g1	188413_Msl.29657.faa	188413_Msl.29657.faa.msa	188413_Msl.29657.faa.msa.contree.tree.	M. lignano
F11319_MSL_G1	BOX15_Mlig028595g1, BOX15_Mlig017398g1, BOX15_Mlig017398g2	188465_Msl.29709.faa	188465_Msl.29709.faa.msa	188465_Msl.29709.faa.msa.tree.	M. lignano
F11320_MSL_G1	BOX15_Mlig015941g1, BOX15_Mlig014178g1, BOX15_Mlig015941g2, BOX15_Mlig004832g1, BOX15_Mlig029015g1	188466_Msl.29710.faa	188466_Msl.29710.faa.msa	188466_Msl.29710.faa.msa.tree.	M. lignano
F11321_MSL_G1	BOX15_Mlig032668g1, BOX15_Mlig032668g3	188487_Msl.29731.faa	188487_Msl.29731.faa.msa	188487_Msl.29731.faa.msa.tree.	M. lignano
F11322_MSL_G1	BOX15_Mlig026986g9, BOX15_Mlig026986g7	188510_Msl.29754.faa	188510_Msl.29754.faa.msa	188510_Msl.29754.faa.msa.tree.	M. lignano
F11323_MSL_G1	BOX15_Mlig030326g1, BOX15_Mlig018667g2	188518_Msl.29762.faa	188518_Msl.29762.faa.msa	188518_Msl.29762.faa.msa.tree.	M. lignano
F11324_MSL_G1	BOX15_Mlig021370g1, BOX15_Mlig018667g1	188519_Msl.29763.faa	188519_Msl.29763.faa.msa	188519_Msl.29763.faa.msa.tree.	M. lignano
F11325_MSL_G1	BOX15_Mlig017910g1, BOX15_Mlig016530g1	188558_Msl.29802.faa	188558_Msl.29802.faa.msa	188558_Msl.29802.faa.msa.tree.	M. lignano
F11326_MSL_G1	BOX15_Mlig002132g2, BOX15_Mlig002132g3, BOX15_Mlig021882g1	188560_Msl.29804.faa	188560_Msl.29804.faa.msa	188560_Msl.29804.faa.msa.tree.	M. lignano
F11327_MSL_G1	BOX15_Mlig025096g1, BOX15_Mlig021518g1	188561_Msl.29805.faa	188561_Msl.29805.faa.msa	188561_Msl.29805.faa.msa.tree.	M. lignano
F11328_MSL_G1	BOX15_Mlig000388g2, BOX15_Mlig000638g1	188562_Msl.29806.faa	188562_Msl.29806.faa.msa	188562_Msl.29806.faa.msa.tree.	M. lignano
F11329_MSL_G1	BOX15_Mlig029461g1, BOX15_Mlig029461g2, BOX15_Mlig027706g1	188564_Msl.29808.faa	188564_Msl.29808.faa.msa	188564_Msl.29808.faa.msa.contree.tree.	M. lignano
F11330_MSL_G1	BOX15_Mlig030777g1, BOX15_Mlig024041g1, BOX15_Mlig030777g2	188570_Msl.29814.faa	188570_Msl.29814.faa.msa	188570_Msl.29814.faa.msa.tree.	M. lignano
F11331_MSL_G1	BOX15_Mlig031222g1, BOX15_Mlig002232g1, BOX15_Mlig006342g1	188571_Msl.29815.faa	188571_Msl.29815.faa.msa	188571_Msl.29815.faa.msa.tree.	M. lignano
F11332_MSL_G1	BOX15_Mlig000558g1, BOX15_Mlig000558g4	188587_Msl.29831.faa	188587_Msl.29831.faa.msa	188587_Msl.29831.faa.msa.tree.	M. lignano
F11333_MSL_G1	BOX15_Mlig000785g4, BOX15_Mlig004762g1	188588_Msl.29832.faa	188588_Msl.29832.faa.msa	188588_Msl.29832.faa.msa.tree.	M. lignano
F11334_MSL_G1	BOX15_Mlig019499g1, BOX15_Mlig009916g1	188589_Msl.29833.faa	188589_Msl.29833.faa.msa	188589_Msl.29833.faa.msa.tree.	M. lignano
F11335_MSL_G1	BOX15_Mlig012491g1, BOX15_Mlig006137g1, BOX15_Mlig004937g1	188590_Msl.29834.faa	188590_Msl.29834.faa.msa	188590_Msl.29834.faa.msa.tree.	M. lignano
