Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)
F54274_MLIG_G1	M1	6.0	-1474.1589	0	0	0.0004	0.0079	0.0537		
F100279_SMAR_G1	M2	7.0	-2328.334829	0	0	0.0	0.0	137.0514	139.0	97.0
F100279_SMAR_G1	M1	5.0	-2389.5278	0	0	0.2919	0.4667	0.6255		
F83881_TREG_G1	M2	7.0	-380.956074	0	0	0.0	0.0	0.0	0.0	0.0
F83881_TREG_G1	M1	5.0	-380.956103	0	0	0.0	0.0	0.0		
F50759_MLIG_G1	M1	5.0	-968.528436	0	0	16.6665	16.6665	1.0		
F50759_MLIG_G1	M2	7.0	-968.528436	0	0	12.0218	12.0218	1.0	0.0	0.0
F14537_SMAR_G1	M2	8.0	-1171.437819	0	0	0.0522	0.0435	1.1992	3.0	1.0
F14537_SMAR_G1	M1	6.0	-1180.773265	0	0	0.0232	0.0783	0.2961		
F78830_MLIG_G1	M1	5.0	-2421.556633	0	0	0.0016	0.0054	0.2911		
F78830_MLIG_G1	M2	7.0	-2421.556633	0	0	0.0	0.0	0.2911	0.0	0.0
F27160_TASI_G1	M2	7.0	-721.16001	0	0	0.0	0.0	0.7752	0.0	0.0
F27160_TASI_G1	M1	5.0	-721.159928	0	0	0.0	0.0	0.0		
F111771_MLIG_G1	M2	12.0	-1194.640034	0	0	0.0	0.0	0.0441	0.0	0.0
F111771_MLIG_G1	M1	10.0	-1194.64034	0	0	0.0	0.0	0.0442		
F92500_MLIG_G1	M1	5.0	-1318.212592	0	0	0.001	0.001	1.0		
F92500_MLIG_G1	M2	7.0	-1318.075669	0	0	0.0	0.0	20.3641	0.0	0.0
F107137_MLIG_G1	M2	7.0	-1621.418432	0	0	0.0	0.0	0.2206	0.0	0.0
F107137_MLIG_G1	M1	5.0	-1621.418432	0	0	0.0008	0.0036	0.2206		
F101563_MLIG_G1	M1	12.0	-1853.867654	0	0	0.0089	0.0359	0.2482		
F101563_MLIG_G1	M2	14.0	-1852.211168	0	0	0.0179	0.051	0.3513	0.0	0.0
F28897_MLIG_G1	M2	7.0	-548.154256	0	0	0.0	0.0	0.5357	0.0	0.0
F28897_MLIG_G1	M1	5.0	-548.154232	0	0	0.0	0.0	0.0		
F42608_MLIG_G1	M2	8.0	-1614.009035	0	0	0.0	0.0	1.0	0.0	0.0
F42608_MLIG_G1	M1	6.0	-1614.009243	0	0	0.0	0.0	1.0		
F128916_MLIG_G1	M2	9.0	-544.979522	0	0	0.0	0.0	0.315	0.0	0.0
F128916_MLIG_G1	M1	7.0	-544.979522	0	0	0.0	0.0	0.315		
F121634_MLIG_G1	M2	9.0	-1622.35591	0	0	0.0	0.0	2.9919	1.0	0.0
F121634_MLIG_G1	M1	7.0	-1631.955168	0	0	0.0	0.0	0.1835		
F45209_MLIG_G1	M2	8.0	-2309.285638	0	0	0.0	0.0	0.1338	0.0	0.0
F45209_MLIG_G1	M1	6.0	-2309.285641	0	0	0.0	0.0	0.1338		
F66189_CSIN_G1	M2	7.0	-1606.986522	0	0	0.0	0.0	0.0	0.0	0.0
F66189_CSIN_G1	M1	5.0	-1606.986744	0	0	0.0	0.0	0.0		
F39231_MLIG_G1	M2	8.0	-2352.300289	0	0	0.0	0.0	0.051	0.0	0.0
F39231_MLIG_G1	M1	6.0	-2352.30029	0	0	0.0	0.0	0.051		
F126095_MLIG_G1	M1	5.0	-1309.742098	0	0	0.0	0.0	0.1884		
F126095_MLIG_G1	M2	7.0	-1309.13334	0	0	0.0	0.0	1.7982	0.0	0.0
F89651_MLIG_G1	M1	6.0	-3493.053895	0	0	0.0	0.0	0.2096		
F89651_MLIG_G1	M2	8.0	-3493.053892	0	0	0.0	0.0	0.2096	0.0	0.0
F21846_MLIG_G1	M2	7.0	-949.02247	0	0	0.0	0.0	0.0	0.0	0.0
F21846_MLIG_G1	M1	5.0	-949.02247	0	0	0.0	0.0	0.0		
F80484_MLIG_G1	M1	5.0	-833.106214	0	0	0.0009	0.0009	1.0		
F80484_MLIG_G1	M2	7.0	-832.96601	0	0	0.0	0.0	209.2403	0.0	0.0
F58625_MLIG_G1	M1	6.0	-1937.105314	0	0	0.0004	0.0139	0.0316		
F58625_MLIG_G1	M2	8.0	-1937.105313	0	0	0.0004	0.0139	0.0316	0.0	0.0
F17227_MLIG_G1	M2	7.0	-3013.915941	0	0	0.0	0.0	0.3257	0.0	0.0
F17227_MLIG_G1	M1	5.0	-3013.915942	0	0	0.0032	0.0099	0.3257		
F32338_MLIG_G1	M1	5.0	-989.386929	0	0	0.0086	0.0276	0.312		
F32338_MLIG_G1	M2	7.0	-983.209004	0	0	0.0541	0.0289	1.8698	0.0	0.0
F15320_MLIG_G1	M1	5.0	-1229.124191	0	0	0.0013	0.0263	0.0498		
F15320_MLIG_G1	M2	7.0	-1229.124186	0	0	0.0	0.0	0.0498	0.0	0.0
F13681_TREG_G1	M2	9.0	-91.21561	0	0	0.0509	0.052	0.9792	0.0	0.0
F13681_TREG_G1	M1	7.0	-91.821068	0	0	0.055	0.1093	0.5033		
F90863_HDIM_G1	M2	7.0	-225.991677	0	0	0.0	0.0	0.0	0.0	0.0
F90863_HDIM_G1	M1	5.0	-225.991701	0	0	0.0	0.0	0.0		
F104191_MLIG_G1	M1	6.0	-2569.019268	0	0	0.0	0.0	0.1285		
F104191_MLIG_G1	M2	8.0	-2569.019186	0	0	0.0	0.0	0.1285	0.0	0.0
F54075_MLIG_G1	M1	7.0	-3853.457096	0	0	0.0	0.0	0.2838		
F54075_MLIG_G1	M2	9.0	-3853.455631	0	0	4.8911	17.2212	0.284	0.0	0.0
F21204_ECAN_G1	M1	16.0	-313.748803	0	0	0.0	0.0	0.0		
F21204_ECAN_G1	M2	18.0	-313.748803	0	0	0.0	0.0	0.0	0.0	0.0
F114522_SMED_G1	M2	7.0	-109.385864	0	0	0.032	0.0621	0.5152	0.0	0.0
F114522_SMED_G1	M1	5.0	-109.385865	0	0	0.032	0.0621	0.5152		
F99622_SMED_G1	M2	7.0	-379.949862	0	0	0.0	0.0	999.0	0.0	0.0
F99622_SMED_G1	M1	5.0	-380.314264	0	0	0.0037	0.0037	1.0		
F87511_MLIG_G1	M1	6.0	-1723.485723	0	0	0.0	0.0	0.1557		
F87511_MLIG_G1	M2	8.0	-1683.875604	0	0	0.0	0.0	23.3392	7.0	3.0
F120504_MLIG_G1	M1	5.0	-757.16733	0	0	0.0	0.0063	0.0		
F120504_MLIG_G1	M2	7.0	-757.167305	0	0	0.0	0.0063	0.0	0.0	0.0
F84488_MLIG_G1	M1	6.0	-1118.450275	0	0	2.5117	2.5117	1.0		
F84488_MLIG_G1	M2	8.0	-1118.018943	0	0	0.0	0.0	1.7751	0.0	0.0
F34323_TREG_G1	M2	8.0	-447.272646	0	0	0.0026	0.0045	0.5703	0.0	0.0
F34323_TREG_G1	M1	6.0	-447.26135	0	0	0.0025	0.0045	0.553		
F61204_MLIG_G1	M2	14.0	-719.827432	0	0	0.0	0.0	6.8124	8.0	1.0
F61204_MLIG_G1	M1	12.0	-721.027824	0	0	0.0	0.0	1.0		
F101980_SMED_G1	M2	18.0	-99.263762	0	0	0.0	0.0	0.0389	0.0	0.0
F101980_SMED_G1	M1	16.0	-99.919607	0	0	0.0	0.0	1.0		
F117714_TASI_G1	M1	5.0	-515.769336	0	0	0.0	0.0	0.0		
F117714_TASI_G1	M2	7.0	-515.769402	0	0	0.0	0.0	0.7658	0.0	0.0
F73357_SMED_G1	M2	7.0	-332.491344	0	0	2.3099	2.3099	1.0	0.0	0.0
F73357_SMED_G1	M1	5.0	-332.491344	0	0	2.2878	2.2878	1.0		
F48649_MLIG_G1	M1	6.0	-1861.221559	0	0	0.0005	0.0013	0.3862		
F48649_MLIG_G1	M2	8.0	-1861.221559	0	0	0.0005	0.0013	0.3861	0.0	0.0
F50531_MLIG_G1	M1	7.0	-3144.331614	0	0	0.0	0.0	1.0		
F50531_MLIG_G1	M2	9.0	-3144.319663	0	0	0.0	0.0	3.0393	0.0	0.0
F58370_MLIG_G1	M2	9.0	-1909.677481	0	0	0.0	0.0	0.357	0.0	0.0
F58370_MLIG_G1	M1	7.0	-1909.902565	0	0	0.0	0.0	0.9967		
F58324_MLIG_G1	M2	8.0	-3146.796486	0	0	0.1486	0.0399	3.7259	0.0	0.0
F58324_MLIG_G1	M1	6.0	-3151.876785	0	0	0.0031	0.0372	0.0844		
F50534_TASI_G1	M2	8.0	-711.516986	0	0	0.0383	0.0418	0.9157	0.0	0.0
F50534_TASI_G1	M1	6.0	-713.707747	0	0	0.0125	0.022	0.5685		
F103523_MLIG_G1	M1	5.0	-821.520949	0	0	0.0155	0.0203	0.7633		
F103523_MLIG_G1	M2	7.0	-818.472136	0	0	0.048	0.0146	3.2884	0.0	0.0
F36411_HDIM_G1	M1	5.0	-364.574222	0	0	0.2497	0.8366	0.2984		
F36411_HDIM_G1	M2	7.0	-363.536996	0	0	17.4578	14.7836	1.1809	0.0	0.0
F110614_MLIG_G1	M1	6.0	-488.288754	0	0	0.0	0.0	1.0		
F110614_MLIG_G1	M2	8.0	-488.225589	0	0	0.0	0.0	1.4674	0.0	0.0
F84664_MLIG_G1	M1	6.0	-1438.999843	0	0	0.0	0.0	0.2762		
F84664_MLIG_G1	M2	8.0	-1438.999841	0	0	0.0	0.0	0.2762	0.0	0.0
F113435_HMIC_G1	M2	9.0	-965.931744	0	0	0.0	0.0	1.0	0.0	0.0
F113435_HMIC_G1	M1	7.0	-965.931742	0	0	0.0	0.0	1.0		
F126519_MLIG_G1	M2	7.0	-750.781634	0	0	0.0068	0.0616	0.1107	0.0	0.0
F126519_MLIG_G1	M1	5.0	-750.798906	0	0	0.0024	0.0274	0.0884		
F83497_MLIG_G1	M1	5.0	-784.822301	0	0	0.0066	0.0165	0.3993		
F83497_MLIG_G1	M2	7.0	-784.8223	0	0	0.0074	0.0186	0.3993	0.0	0.0
F107213_MLIG_G1	M1	14.0	-2842.348027	0	0	0.0	0.0	0.9733		
F107213_MLIG_G1	M2	16.0	-2842.348047	0	0	0.0	0.0	0.9733	0.0	0.0
F95329_MLIG_G1	M2	7.0	-300.95344	0	0	0.0	0.0	0.0	0.0	0.0
F95329_MLIG_G1	M1	5.0	-300.95346	0	0	0.0	0.0	0.0		
F67002_MLIG_G1	M1	5.0	-793.177142	0	0	0.0008	0.0219	0.0359		
F67002_MLIG_G1	M2	7.0	-792.082987	0	0	0.011	0.0364	0.3036	0.0	0.0
F91785_TASI_G1	M2	7.0	-500.702425	0	0	0.0	0.0	0.0	0.0	0.0
F91785_TASI_G1	M1	5.0	-500.702425	0	0	0.0	0.0	0.0		
F4946_MLIG_G1	M2	9.0	-4611.343411	0	0	0.0	0.0	3.6655	6.0	0.0
F4946_MLIG_G1	M1	7.0	-4619.681023	0	0	2.6374	2.6374	1.0		
F11623_MLIG_G1	M2	14.0	-2064.362632	0	0	0.0	0.0	3.9231	18.0	3.0
F11623_MLIG_G1	M1	12.0	-2063.429394	0	0	0.0	0.0	0.9907		
F10163_MLIG_G1	M2	8.0	-1340.279946	0	0	0.0	0.0	0.2634	0.0	0.0
F10163_MLIG_G1	M1	6.0	-1340.485314	0	0	0.0	0.0	0.1814		
F21574_MLIG_G1	M1	5.0	-1519.769481	0	0	0.0	0.0	0.0		
F21574_MLIG_G1	M2	7.0	-1519.769481	0	0	0.0	0.0	0.0	0.0	0.0
F125759_MLIG_G1	M1	5.0	-2027.333954	0	0	0.0008	0.0111	0.0726		
F125759_MLIG_G1	M2	7.0	-2027.333952	0	0	0.0007	0.0092	0.0726	0.0	0.0
F37732_MLIG_G1	M1	6.0	-127.228991	0	0	0.0	0.0	0.3481		
F37732_MLIG_G1	M2	8.0	-122.732074	0	0	0.0	0.0	6.2838	3.0	1.0
F83469_MLIG_G1	M2	8.0	-1811.063788	0	0	0.0	0.0	0.1692	0.0	0.0
F83469_MLIG_G1	M1	6.0	-1810.459776	0	0	0.0	0.0	0.1638		
F13547_MLIG_G1	M2	8.0	-2795.373594	0	0	0.0	0.0	0.4739	0.0	0.0
F13547_MLIG_G1	M1	6.0	-2795.373594	0	0	0.0	0.0	0.4739		
F33246_MLIG_G1	M2	8.0	-1398.375226	0	0	0.0072	0.012	0.6006	0.0	0.0
F33246_MLIG_G1	M1	6.0	-1398.375227	0	0	0.0072	0.012	0.6006		
F52856_SMED_G1	M2	7.0	-687.038354	0	0	0.0	0.0	0.7672	0.0	0.0
F52856_SMED_G1	M1	5.0	-687.038354	0	0	0.0064	0.0084	0.7672		
F25662_SMED_G1	M1	5.0	-307.576364	0	0	0.0252	0.083	0.3036		
F25662_SMED_G1	M2	7.0	-297.997843	0	0	0.0956	0.0087	10.9582	4.0	1.0
F22895_MLIG_G1	M2	12.0	-2466.477271	0	0	0.0	0.0	5.4827	74.0	32.0
F22895_MLIG_G1	M1	10.0	-2469.973801	0	0	0.0	0.0	0.8302		
F70656_MCOR_G1	M1	5.0	-340.201507	0	0	0.0279	0.0279	1.0		
F70656_MCOR_G1	M2	7.0	-339.675147	0	0	0.0348	0.0177	1.9656	0.0	0.0
F24681_TREG_G1	M1	52.0	-3873.352669	0	0	0.0	0.0	0.9831		
F24681_TREG_G1	M2	54.0	-3925.069077	0	0	0.0	0.0	2.2717	9.0	6.0
F95728_SMED_G1	M1	5.0	-676.444252	0	0	0.0562	0.0621	0.9057		
F95728_SMED_G1	M2	7.0	-676.444252	0	0	0.0526	0.0581	0.9057	0.0	0.0
F67180_SMED_G1	M1	5.0	-1213.564622	0	0	0.0	0.0119	0.0		
F67180_SMED_G1	M2	7.0	-1216.24218	0	0	0.0022	0.0062	0.3551	0.0	0.0
F104406_SMAN_G1	M2	9.0	-281.866296	0	0	0.0	0.0	0.9502	0.0	0.0
F104406_SMAN_G1	M1	7.0	-281.866296	0	0	0.0	0.0	0.9502		
F30355_SMED_G1	M1	5.0	-631.157462	0	0	0.0036	0.0415	0.0866		
F30355_SMED_G1	M2	7.0	-620.285632	0	0	0.2331	0.0174	13.4302	0.0	0.0
F118948_MLIG_G1	M1	5.0	-1331.784061	0	0	0.0002	0.0008	0.2488		
F118948_MLIG_G1	M2	7.0	-1331.784061	0	0	0.0	0.0	0.2488	0.0	0.0
F50852_MLIG_G1	M2	8.0	-913.856937	0	0	0.0036	0.0136	0.2643	0.0	0.0
F50852_MLIG_G1	M1	6.0	-914.293932	0	0	0.0025	0.0244	0.1021		
F103558_MLIG_G1	M1	6.0	-1042.949102	0	0	0.0	0.005	0.0		
F103558_MLIG_G1	M2	8.0	-1042.949021	0	0	0.0	0.005	0.0	0.0	0.0
F99055_MLIG_G1	M2	7.0	-5137.1904	0	0	0.0	0.0	0.5807	0.0	0.0
F99055_MLIG_G1	M1	5.0	-5137.28902	0	0	0.0065	0.0118	0.5507		
F117359_MLIG_G1	M1	5.0	-1378.810705	0	0	0.0	0.0	1.0		
F117359_MLIG_G1	M2	7.0	-1378.418413	0	0	0.0	0.0	998.9996	0.0	0.0
F43321_MLIG_G1	M1	5.0	-459.209237	0	0	0.003	0.0135	0.2208		
F43321_MLIG_G1	M2	7.0	-459.020096	0	0	0.0	0.0	0.8404	0.0	0.0
F129699_MLIG_G1	M1	5.0	-1232.145493	0	0	0.0	0.0	0.3485		
F129699_MLIG_G1	M2	7.0	-1232.145417	0	0	0.0	0.0	519.8263	0.0	0.0
F90905_MLIG_G1	M2	8.0	-577.458491	0	0	0.0	0.0	7.7513	0.0	0.0
F90905_MLIG_G1	M1	6.0	-578.125944	0	0	0.0	0.0	0.0632		
F29277_OVIV_G1	M1	5.0	-423.250085	0	0	12.1467	25.4021	0.4782		
F29277_OVIV_G1	M2	7.0	-423.275599	0	0	6.2187	36.126	0.1721	0.0	0.0
F121871_SMAT_G5	M1	5.0	-2577.47332	0	0	0.0007	0.0036	0.1869		
F121871_SMAT_G5	M2	7.0	-2577.473417	0	0	0.0	0.0	0.187	0.0	0.0
F124948_SMED_G1	M2	7.0	-201.248603	0	0	0.089	0.0126	7.0631	2.0	0.0
F124948_SMED_G1	M1	5.0	-204.208662	0	0	0.0421	0.0421	1.0		
F105257_SMED_G1	M1	5.0	-652.919728	0	0	0.0	0.0016	0.0		
F105257_SMED_G1	M2	7.0	-652.919667	0	0	0.0	0.0174	0.0	0.0	0.0
F18317_MLIG_G1	M2	9.0	-1464.035712	0	0	0.0	0.0	0.2239	0.0	0.0
F18317_MLIG_G1	M1	7.0	-1464.035715	0	0	0.0	0.0	0.2239		
F80113_SCUR_G1	M2	7.0	-252.517974	0	0	0.0	0.0	999.0	0.0	0.0
F80113_SCUR_G1	M1	5.0	-253.336297	0	0	0.0112	0.0112	1.0		
F36674_MLIG_G1	M2	8.0	-3950.646983	0	0	0.0	0.0	0.1497	0.0	0.0
F36674_MLIG_G1	M1	6.0	-3951.032488	0	0	0.0	0.0	0.0633		
F92793_MLIG_G1	M1	5.0	-485.106213	0	0	0.0	0.0	0.0		
F92793_MLIG_G1	M2	7.0	-485.10616	0	0	0.0	0.0173	0.0	0.0	0.0
F63168_MLIG_G1	M2	7.0	-228.076757	0	0	0.004	0.0948	0.042	0.0	0.0
F63168_MLIG_G1	M1	5.0	-228.076804	0	0	0.004	0.0948	0.042		
F92871_MLIG_G1	M1	7.0	-537.194773	0	0	0.0	0.0	0.0		
F92871_MLIG_G1	M2	9.0	-537.194616	0	0	0.0	0.0	0.0	0.0	0.0
F6800_SMAR_G1	M2	7.0	-2756.343867	0	0	0.0	0.0	0.1704	0.0	0.0
F6800_SMAR_G1	M1	5.0	-2756.343866	0	0	0.0004	0.0023	0.1704		
F70294_MLIG_G1	M1	5.0	-229.942083	0	0	0.0	0.0	0.0		
F70294_MLIG_G1	M2	7.0	-229.942083	0	0	0.0	0.0	0.0	0.0	0.0
F29577_MCOR_G1	M2	8.0	-253.567242	0	0	0.0	0.0	5.0159	1.0	0.0
F29577_MCOR_G1	M1	6.0	-256.688712	0	0	0.0	0.0	1.0		
F12302_TASI_G2	M1	5.0	-661.691223	0	0	5.51	40.6281	0.1356		
F12302_TASI_G2	M2	7.0	-661.69122	0	0	5.5097	40.6288	0.1356	0.0	0.0
F67585_SHAE_G1	M2	7.0	-493.198128	0	0	0.0	0.0	999.0	0.0	0.0
F67585_SHAE_G1	M1	5.0	-493.538159	0	0	0.0027	0.0027	1.0		
F16546_SMED_G1	M1	5.0	-1183.765866	0	0	0.0	0.0038	0.0		
F16546_SMED_G1	M2	7.0	-1183.760068	0	0	0.0	0.0038	0.0	0.0	0.0
F120954_MLIG_G1	M1	6.0	-2277.675431	0	0	0.0016	0.0271	0.0583		
F120954_MLIG_G1	M2	8.0	-2277.675412	0	0	0.0016	0.0271	0.0583	0.0	0.0
F11777_MLIG_G1	M2	7.0	-562.516694	0	0	0.0077	0.0253	0.3043	0.0	0.0
F11777_MLIG_G1	M1	5.0	-561.879724	0	0	0.0031	0.0243	0.1277		
F112718_SMED_G1	M2	7.0	-2262.090126	0	0	3.5915	12.5346	0.2865	0.0	0.0
F112718_SMED_G1	M1	5.0	-2262.090127	0	0	3.5896	12.5282	0.2865		
F106383_SMAN_G1	M2	7.0	-1949.58656	0	0	0.0487	0.0361	1.3485	0.0	0.0
F106383_SMAN_G1	M1	5.0	-1954.393108	0	0	0.0126	0.041	0.3073		
F26473_TREG_G1	M2	7.0	-2182.042419	0	0	0.0014	0.0115	0.1205	0.0	0.0
F26473_TREG_G1	M1	5.0	-2182.042419	0	0	0.0015	0.0124	0.1205		
F36854_MLIG_G1	M2	24.0	-2045.325367	0	0	0.0	0.0	1.0	0.0	0.0
F36854_MLIG_G1	M1	22.0	-2045.326196	0	0	0.0	0.0	1.0		
F124970_SMED_G1	M1	5.0	-959.140001	0	0	3.7367	3.7367	1.0		
F124970_SMED_G1	M2	7.0	-959.104889	0	0	3.2443	9.2948	0.349	0.0	0.0
F41160_SMAN_G1	M1	5.0	-1209.606038	0	0	1.3354	3.3636	0.397		
F41160_SMAN_G1	M2	7.0	-1209.606037	0	0	1.3324	3.3562	0.397	0.0	0.0
F9410_MLIG_G1	M2	8.0	-1075.587055	0	0	0.0	0.0	0.2056	0.0	0.0
F9410_MLIG_G1	M1	6.0	-1075.587055	0	0	0.0	0.0	0.2056		
F91719_MLIG_G1	M1	6.0	-1258.299045	0	0	2.2839	3.4652	0.6591		
F91719_MLIG_G1	M2	8.0	-1258.299043	0	0	2.2839	3.4653	0.6591	0.0	0.0
F82770_MLIG_G1	M2	8.0	-3461.913822	0	0	0.0019	0.0024	0.7804	0.0	0.0
F82770_MLIG_G1	M1	6.0	-3461.913822	0	0	0.0019	0.0024	0.7804		
F122343_SMED_G1	M2	7.0	-327.419451	0	0	0.0695	0.075	0.926	0.0	0.0
F122343_SMED_G1	M1	5.0	-327.685125	0	0	0.0598	0.0977	0.6121		
F121871_SMAR_G1	M1	5.0	-5528.280868	0	0	0.0055	0.0121	0.4568		
F121871_SMAR_G1	M2	7.0	-5527.313933	0	0	0.0	0.0	0.5482	0.0	0.0
F5367_MLIG_G1	M2	8.0	-1221.400669	0	0	0.0	0.0	0.351	0.0	0.0
F5367_MLIG_G1	M1	6.0	-1221.891205	0	0	0.0017	0.014	0.1226		
F86572_EMUL_G1	M1	5.0	-1767.61204	0	0	0.0	0.0	0.0		
F86572_EMUL_G1	M2	7.0	-1767.611636	0	0	0.0	0.0	0.0	0.0	0.0
F4541_MLIG_G1	M2	8.0	-3765.665287	0	0	0.0	0.0	0.0965	0.0	0.0
F4541_MLIG_G1	M1	6.0	-3765.665417	0	0	0.0	0.0	0.0965		
F11651_MLIG_G1	M1	6.0	-1384.110972	0	0	0.0	0.0	0.3753		
F11651_MLIG_G1	M2	8.0	-1378.85345	0	0	0.0	0.0	1.2791	2.0	0.0
F25375_MLIG_G1	M2	8.0	-2298.091392	0	0	0.0037	0.0068	0.5422	0.0	0.0
F25375_MLIG_G1	M1	6.0	-2302.053339	0	0	0.0019	0.0085	0.2194		
F3634_MLIG_G1	M1	5.0	-3423.515602	0	0	0.0063	0.0213	0.2974		
F3634_MLIG_G1	M2	7.0	-3420.400505	0	0	0.0567	0.0309	1.8319	0.0	0.0
F53284_MLIG_G1	M2	8.0	-479.793686	0	0	0.0	0.0	0.3189	0.0	0.0
F53284_MLIG_G1	M1	6.0	-479.793686	0	0	0.0	0.0	0.3189		
F86690_MLIG_G1	M1	10.0	-1989.301175	0	0	0.0	0.0	0.0961		
F86690_MLIG_G1	M2	12.0	-1989.301144	0	0	0.0	0.0	0.0961	0.0	0.0
F122151_SMAT_G1	M2	7.0	-556.38077	0	0	0.0	0.0	0.0	0.0	0.0
F122151_SMAT_G1	M1	5.0	-556.38096	0	0	0.0	0.0	0.0		
F55626_FHEP_G1	M2	7.0	-1564.534302	0	0	1.6354	4.572	0.3577	0.0	0.0
F55626_FHEP_G1	M1	5.0	-1564.534303	0	0	1.6354	4.5721	0.3577		
F32796_MLIG_G1	M2	8.0	-1599.281636	0	0	0.0	0.0	0.1493	0.0	0.0
F32796_MLIG_G1	M1	6.0	-1599.281636	0	0	0.0	0.0	0.1493		
F106986_HMIC_G1	M1	5.0	-484.380125	0	0	0.0	0.0	0.0103		
F106986_HMIC_G1	M2	7.0	-484.380077	0	0	0.0	0.0	0.0	0.0	0.0
F104938_SMED_G1	M1	5.0	-143.971461	0	0	0.0028	0.0028	1.0		
F104938_SMED_G1	M2	7.0	-143.857284	0	0	0.0	0.0	147.0452	0.0	0.0
F59814_MLIG_G1	M1	5.0	-1744.329281	0	0	0.0008	0.0152	0.0532		
F59814_MLIG_G1	M2	7.0	-1744.329254	0	0	0.0	0.0	0.0532	0.0	0.0
F31349_MLIG_G1	M2	8.0	-2051.227337	0	0	0.001	0.0241	0.0424	0.0	0.0
F31349_MLIG_G1	M1	6.0	-2051.227358	0	0	0.001	0.0241	0.0424		
F50814_HDIM_G1	M1	74.0	-557.791727	0	0	0.0	0.0	0.7278		
F50814_HDIM_G1	M2	76.0	-557.598243	0	0	0.0	0.0	0.8094	0.0	0.0
F73598_MLIG_G1	M2	9.0	-8039.908945	0	0	0.0	0.0	0.9986	0.0	0.0
F73598_MLIG_G1	M1	7.0	-8039.908945	0	0	0.0	0.0	0.9986		
F6340_MLIG_G1	M2	7.0	-11948.247533	0	0	0.0	0.0	0.3998	0.0	0.0
F6340_MLIG_G1	M1	5.0	-11948.325933	0	0	0.0	0.0	0.3803		
F81687_MLIG_G1	M1	5.0	-3920.436838	0	0	0.0	0.0	0.1204		
F81687_MLIG_G1	M2	7.0	-3920.436837	0	0	0.0	0.0	0.1204	0.0	0.0
F87625_SMED_G1	M2	7.0	-441.671471	0	0	11.8382	31.8358	0.3719	0.0	0.0
F87625_SMED_G1	M1	5.0	-441.671471	0	0	11.8378	31.8367	0.3718		
F28220_SMED_G1	M2	7.0	-698.926216	0	0	5.5174	73.0925	0.0755	0.0	0.0
F28220_SMED_G1	M1	5.0	-698.926216	0	0	5.5181	73.0895	0.0755		
F2516_SMED_G3	M2	7.0	-2030.134468	0	0	0.0033	0.1926	0.0171	0.0	0.0
F2516_SMED_G3	M1	5.0	-2030.134504	0	0	0.003	0.1773	0.017		
F15322_MLIG_G1	M2	7.0	-1090.581521	0	0	0.0206	0.0162	1.2687	0.0	0.0
F15322_MLIG_G1	M1	5.0	-1092.012491	0	0	0.0066	0.0199	0.3336		
F53527_MLIG_G1	M2	8.0	-881.766983	0	0	0.0	0.0182	0.0	0.0	0.0
F53527_MLIG_G1	M1	6.0	-881.767166	0	0	0.0	0.0182	0.0		
F46517_MLIG_G1	M1	5.0	-814.591212	0	0	0.003	0.0289	0.1026		
F46517_MLIG_G1	M2	7.0	-812.809815	0	0	0.0	0.0	0.2631	0.0	0.0
F41745_MLIG_G1	M2	8.0	-787.378874	0	0	0.0082	0.0294	0.2787	0.0	0.0
F41745_MLIG_G1	M1	6.0	-787.378877	0	0	0.0082	0.0294	0.2787		
F98942_MLIG_G1	M1	6.0	-1670.606414	0	0	0.0	0.0	0.2712		
F98942_MLIG_G1	M2	8.0	-1668.165346	0	0	0.0	0.0	0.4969	0.0	0.0
F63779_HMIC_G1	M1	7.0	-285.185552	0	0	0.0154	0.0154	1.0		
F63779_HMIC_G1	M2	9.0	-285.185552	0	0	0.0154	0.0154	1.0	0.0	0.0
F87828_MLIG_G1	M1	6.0	-322.508936	0	0	0.0	0.0	0.7434		
F87828_MLIG_G1	M2	8.0	-322.508937	0	0	0.0	0.0	0.8856	0.0	0.0
F15386_MLIG_G1	M2	9.0	-417.610333	0	0	0.0	0.0	0.6069	0.0	0.0
F15386_MLIG_G1	M1	7.0	-417.610333	0	0	0.0	0.0	0.6081		
F86443_MLIG_G1	M2	8.0	-2683.436345	0	0	0.0021	0.0041	0.5199	0.0	0.0
F86443_MLIG_G1	M1	6.0	-2683.436345	0	0	0.0021	0.0041	0.5199		
F92259_SMAT_G2	M2	7.0	-1323.727404	0	0	0.0	0.0	0.0	0.0	0.0
F92259_SMAT_G2	M1	5.0	-1323.727483	0	0	0.0	0.0	0.3449		
F70260_MLIG_G1	M2	7.0	-2077.566518	0	0	0.0011	0.0066	0.1693	0.0	0.0
F70260_MLIG_G1	M1	5.0	-2077.566518	0	0	0.0015	0.0086	0.1693		
F10264_SCUR_G1	M2	7.0	-4137.563193	0	0	0.0108	0.0128	0.8422	0.0	0.0
F10264_SCUR_G1	M1	5.0	-4138.442552	0	0	0.0072	0.0119	0.6046		
F57677_MLIG_G1	M1	14.0	-3916.155024	0	0	0.0	0.0	0.9949		
F57677_MLIG_G1	M2	16.0	-3916.158048	0	0	0.0	0.0	0.9949	0.0	0.0
