Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)	index	Likelihood_ratio	Significativo
F92527_EMUL_G1	M1	16.0	-247.013689	0	0	0.0	0.0	0.4129			18685	3.945007999999973	-
F20344_MLIG_G1	M2	7.0	-1807.332565	0	0	0.0	0.0078	0.0	0.0	0.0	6575	0.00016200000027311035	-
F20344_MLIG_G1	M1	5.0	-1807.332646	0	0	0.0	0.0001	0.0			6575	0.00016200000027311035	-
F61417_MLIG_G1	M1	6.0	-2094.030228	0	0	0.0	0.0	0.8832			13498	1.8342460000003484	-
F61417_MLIG_G1	M2	8.0	-2093.113105	0	0	20.9136	1.8999	11.008	139.0	64.0	13498	1.8342460000003484	-
F17279_MLIG_G1	M2	7.0	-227.409816	0	0	0.0	0.0	120.0023	0.0	0.0	6058	1.8195160000000214	-
F17279_MLIG_G1	M1	5.0	-228.31957400000002	0	0	0.0119	0.0119	1.0			6058	1.8195160000000214	-
F15981_TREG_G1	M1	5.0	-2063.4342420000003	0	0	0.0	0.0001	0.0			5860	0.01525000000037835	-
F15981_TREG_G1	M2	7.0	-2063.426617	0	0	0.0	0.0	0.0	0.0	0.0	5860	0.01525000000037835	-
F121100_MLIG_G1	M2	7.0	-1810.2905469999998	0	0	0.0139	0.0269	0.5183	0.0	0.0	3586	3.632940000000872	-
F121100_MLIG_G1	M1	5.0	-1812.1070170000003	0	0	0.0039	0.0217	0.1801			3586	3.632940000000872	-
F130329_SMED_G1	M2	7.0	-633.640325	0	0	0.0	0.0	0.1512	0.0	0.0	5147	0.0	-
F130329_SMED_G1	M1	5.0	-633.640325	0	0	0.0022	0.0146	0.1512			5147	0.0	-
F68018_MLIG_G1	M2	8.0	-6366.8688950000005	0	0	0.0031	0.0152	0.2058	0.0	0.0	14647	0.3980359999986831	-
F68018_MLIG_G1	M1	6.0	-6367.067913	0	0	0.002	0.0103	0.1932			14647	0.3980359999986831	-
F3617_MLIG_G1	M1	6.0	-557.50274	0	0	0.0	0.0	0.9723			9302	-1.1729279999999562	-
F3617_MLIG_G1	M2	8.0	-558.089204	0	0	0.0	0.0	1.3308	0.0	0.0	9302	-1.1729279999999562	-
F62970_SMED_G1	M2	7.0	-940.929587	0	0	0.0151	0.2912	0.0519	0.0	0.0	13746	0.000586000000112108	-
F62970_SMED_G1	M1	5.0	-940.92988	0	0	0.0151	0.29100000000000004	0.0519			13746	0.000586000000112108	-
F35525_MLIG_G1	M2	9.0	-2151.6168780000003	0	0	0.0	0.0	0.2076	0.0	0.0	9192	0.0	-
F35525_MLIG_G1	M1	7.0	-2151.6168780000003	0	0	0.0	0.0	0.2076			9192	0.0	-
F73737_SMED_G1	M1	5.0	-371.74057400000004	0	0	0.0	0.0	1.0			15530	0.21145400000000336	-
F73737_SMED_G1	M2	7.0	-371.63484700000004	0	0	0.0	0.0	89.60600000000001	0.0	0.0	15530	0.21145400000000336	-
F122924_TASI_G1	M1	5.0	-2822.0113300000003	0	0	3.7081	3.7081	1.0			3929	0.0	-
F122924_TASI_G1	M2	7.0	-2822.0113300000003	0	0	3.5194	3.5181	1.0004	0.0	0.0	3929	0.0	-
F22908_HDIM_G1	M1	5.0	-1455.337262	0	0	0.0159	0.0463	0.3431			6997	62.93282799999997	***
F22908_HDIM_G1	M2	7.0	-1423.870848	0	0	0.1802	0.0041	44.4602	11.0	7.0	6997	62.93282799999997	***
F116854_SMED_G1	M2	7.0	-717.384898	0	0	3.5174	21.1383	0.1664	0.0	0.0	2823	-1.9999999949504854e-06	-
F116854_SMED_G1	M1	5.0	-717.384897	0	0	3.5189	21.1464	0.1664			2823	-1.9999999949504854e-06	-
F84758_MLIG_G1	M2	8.0	-974.6212939999999	0	0	0.0	0.0	0.0546	0.0	0.0	17357	4.000000444648322e-06	-
F84758_MLIG_G1	M1	6.0	-974.6212960000001	0	0	0.0	0.0	0.0546			17357	4.000000444648322e-06	-
F50842_MLIG_G1	M1	6.0	-799.12819	0	0	0.0	0.0	0.8961			11738	15.753380000000107	***
F50842_MLIG_G1	M2	8.0	-791.2515	0	0	0.0	0.0	94.2912	59.0	40.0	11738	15.753380000000107	***
F46039_MLIG_G1	M2	7.0	-467.58973	0	0	0.0	0.0	0.0	0.0	0.0	10948	0.0	-
F46039_MLIG_G1	M1	5.0	-467.58973	0	0	0.0	0.0	0.0			10948	0.0	-
F5523_MLIG_G1	M1	6.0	-1010.6299369999999	0	0	0.0	0.0	0.0854			12469	3.999999989900971e-06	-
F5523_MLIG_G1	M2	8.0	-1010.6299349999999	0	0	0.0	0.0	0.0854	0.0	0.0	12469	3.999999989900971e-06	-
F54274_MLIG_G1	M2	8.0	-1474.1588960000001	0	0	0.0004	0.0079	0.0537	0.0	0.0	12315	7.99999952505459e-06	-
F54274_MLIG_G1	M1	6.0	-1474.1589	0	0	0.0004	0.0079	0.0537			12315	7.99999952505459e-06	-
F100279_SMAR_G1	M2	7.0	-2328.334829	0	0	0.0	0.0	137.0514	139.0	97.0	57	122.38594199999989	***
F100279_SMAR_G1	M1	5.0	-2389.5278	0	0	0.2919	0.4667	0.6255			57	122.38594199999989	***
F83881_TREG_G1	M2	7.0	-380.956074	0	0	0.0	0.0	0.0	0.0	0.0	17201	5.7999999967250915e-05	-
F83881_TREG_G1	M1	5.0	-380.956103	0	0	0.0	0.0	0.0			17201	5.7999999967250915e-05	-
F50759_MLIG_G1	M1	5.0	-968.5284359999999	0	0	16.6665	16.6665	1.0			11725	0.0	-
F50759_MLIG_G1	M2	7.0	-968.5284359999999	0	0	12.0218	12.0218	1.0	0.0	0.0	11725	0.0	-
F14537_SMAR_G1	M2	8.0	-1171.437819	0	0	0.0522	0.0435	1.1992	3.0	1.0	5613	18.670892000000094	***
F14537_SMAR_G1	M1	6.0	-1180.773265	0	0	0.0232	0.0783	0.2961			5613	18.670892000000094	***
F78830_MLIG_G1	M1	5.0	-2421.5566329999997	0	0	0.0016	0.0054	0.2911			16393	0.0	-
F78830_MLIG_G1	M2	7.0	-2421.5566329999997	0	0	0.0	0.0	0.2911	0.0	0.0	16393	0.0	-
F27160_TASI_G1	M2	7.0	-721.1600099999999	0	0	0.0	0.0	0.7752	0.0	0.0	7787	-0.00016399999981331348	-
F27160_TASI_G1	M1	5.0	-721.159928	0	0	0.0	0.0	0.0			7787	-0.00016399999981331348	-
F111771_MLIG_G1	M2	12.0	-1194.640034	0	0	0.0	0.0	0.0441	0.0	0.0	1962	0.0006119999998190906	-
F111771_MLIG_G1	M1	10.0	-1194.64034	0	0	0.0	0.0	0.0442			1962	0.0006119999998190906	-
F92500_MLIG_G1	M1	5.0	-1318.212592	0	0	0.001	0.001	1.0			18680	0.2738460000005034	-
F92500_MLIG_G1	M2	7.0	-1318.0756689999998	0	0	0.0	0.0	20.3641	0.0	0.0	18680	0.2738460000005034	-
F107137_MLIG_G1	M2	7.0	-1621.418432	0	0	0.0	0.0	0.2206	0.0	0.0	1159	0.0	-
F107137_MLIG_G1	M1	5.0	-1621.418432	0	0	0.0008	0.0036	0.2206			1159	0.0	-
F101563_MLIG_G1	M1	12.0	-1853.867654	0	0	0.0089	0.0359	0.2482			266	3.312971999999718	-
F101563_MLIG_G1	M2	14.0	-1852.211168	0	0	0.0179	0.051	0.3513	0.0	0.0	266	3.312971999999718	-
F28897_MLIG_G1	M2	7.0	-548.1542559999999	0	0	0.0	0.0	0.5357	0.0	0.0	8101	-4.799999987881165e-05	-
F28897_MLIG_G1	M1	5.0	-548.154232	0	0	0.0	0.0	0.0			8101	-4.799999987881165e-05	-
F42608_MLIG_G1	M2	8.0	-1614.009035	0	0	0.0	0.0	1.0	0.0	0.0	10360	0.00041599999985919567	-
F42608_MLIG_G1	M1	6.0	-1614.009243	0	0	0.0	0.0	1.0			10360	0.00041599999985919567	-
F128916_MLIG_G1	M2	9.0	-544.979522	0	0	0.0	0.0	0.315	0.0	0.0	4929	0.0	-
F128916_MLIG_G1	M1	7.0	-544.979522	0	0	0.0	0.0	0.315			4929	0.0	-
F121634_MLIG_G1	M2	9.0	-1622.35591	0	0	0.0	0.0	2.9919	1.0	0.0	3671	19.198515999999927	***
F121634_MLIG_G1	M1	7.0	-1631.955168	0	0	0.0	0.0	0.1835			3671	19.198515999999927	***
F45209_MLIG_G1	M2	8.0	-2309.285638	0	0	0.0	0.0	0.1338	0.0	0.0	10825	6.000000212225132e-06	-
F45209_MLIG_G1	M1	6.0	-2309.285641	0	0	0.0	0.0	0.1338			10825	6.000000212225132e-06	-
F66189_CSIN_G1	M2	7.0	-1606.9865220000002	0	0	0.0	0.0	0.0	0.0	0.0	14323	0.00044399999978850246	-
F66189_CSIN_G1	M1	5.0	-1606.986744	0	0	0.0	0.0	0.0			14323	0.00044399999978850246	-
F39231_MLIG_G1	M2	8.0	-2352.3002890000002	0	0	0.0	0.0	0.051	0.0	0.0	9820	1.999998858082108e-06	-
F39231_MLIG_G1	M1	6.0	-2352.3002899999997	0	0	0.0	0.0	0.051			9820	1.999998858082108e-06	-
F126095_MLIG_G1	M1	5.0	-1309.742098	0	0	0.0	0.0	0.1884			4433	1.217515999999705	-
F126095_MLIG_G1	M2	7.0	-1309.13334	0	0	0.0	0.0	1.7982	0.0	0.0	4433	1.217515999999705	-
F89651_MLIG_G1	M1	6.0	-3493.0538950000005	0	0	0.0	0.0	0.2096			18180	6.000000212225132e-06	-
F89651_MLIG_G1	M2	8.0	-3493.0538920000004	0	0	0.0	0.0	0.2096	0.0	0.0	18180	6.000000212225132e-06	-
F21846_MLIG_G1	M2	7.0	-949.0224699999999	0	0	0.0	0.0	0.0	0.0	0.0	6814	0.0	-
F21846_MLIG_G1	M1	5.0	-949.0224699999999	0	0	0.0	0.0	0.0			6814	0.0	-
F80484_MLIG_G1	M1	5.0	-833.106214	0	0	0.0009	0.0009	1.0			16639	0.2804080000000795	-
F80484_MLIG_G1	M2	7.0	-832.96601	0	0	0.0	0.0	209.2403	0.0	0.0	16639	0.2804080000000795	-
F58625_MLIG_G1	M1	6.0	-1937.1053140000001	0	0	0.0004	0.0139	0.0316			13036	2.0000006770715117e-06	-
F58625_MLIG_G1	M2	8.0	-1937.1053129999998	0	0	0.0004	0.0139	0.0316	0.0	0.0	13036	2.0000006770715117e-06	-
F17227_MLIG_G1	M2	7.0	-3013.915941	0	0	0.0	0.0	0.3257	0.0	0.0	6051	1.99999976757681e-06	-
F17227_MLIG_G1	M1	5.0	-3013.915942	0	0	0.0032	0.0099	0.3257			6051	1.99999976757681e-06	-
F32338_MLIG_G1	M1	5.0	-989.3869289999999	0	0	0.0086	0.0276	0.312			8673	12.355849999999919	***
F32338_MLIG_G1	M2	7.0	-983.2090039999999	0	0	0.0541	0.0289	1.8698	0.0	0.0	8673	12.355849999999919	***
F15320_MLIG_G1	M1	5.0	-1229.124191	0	0	0.0013	0.0263	0.0498			5737	1.0000000202126103e-05	-
F15320_MLIG_G1	M2	7.0	-1229.124186	0	0	0.0	0.0	0.0498	0.0	0.0	5737	1.0000000202126103e-05	-
F13681_TREG_G1	M2	9.0	-91.21561	0	0	0.0509	0.052000000000000005	0.9792	0.0	0.0	5472	1.2109160000000259	-
F13681_TREG_G1	M1	7.0	-91.82106800000001	0	0	0.055	0.1093	0.5033			5472	1.2109160000000259	-
F90863_HDIM_G1	M2	7.0	-225.991677	0	0	0.0	0.0	0.0	0.0	0.0	18396	4.799999993565507e-05	-
F90863_HDIM_G1	M1	5.0	-225.99170099999998	0	0	0.0	0.0	0.0			18396	4.799999993565507e-05	-
F104191_MLIG_G1	M1	6.0	-2569.019268	0	0	0.0	0.0	0.1285			691	0.00016400000004068715	-
F104191_MLIG_G1	M2	8.0	-2569.019186	0	0	0.0	0.0	0.1285	0.0	0.0	691	0.00016400000004068715	-
F54075_MLIG_G1	M1	7.0	-3853.457096	0	0	0.0	0.0	0.2838			12294	0.002929999999651045	-
F54075_MLIG_G1	M2	9.0	-3853.4556310000003	0	0	4.8911	17.2212	0.284	0.0	0.0	12294	0.002929999999651045	-
F21204_ECAN_G1	M1	16.0	-313.74880299999995	0	0	0.0	0.0	0.0			6715	0.0	-
F21204_ECAN_G1	M2	18.0	-313.74880299999995	0	0	0.0	0.0	0.0	0.0	0.0	6715	0.0	-
F114522_SMED_G1	M2	7.0	-109.38586399999998	0	0	0.032	0.0621	0.5152	0.0	0.0	2440	2.000000023372195e-06	-
F114522_SMED_G1	M1	5.0	-109.385865	0	0	0.032	0.0621	0.5152			2440	2.000000023372195e-06	-
F99622_SMED_G1	M2	7.0	-379.949862	0	0	0.0	0.0	999.0	0.0	0.0	19832	0.7288040000000819	-
F99622_SMED_G1	M1	5.0	-380.31426400000004	0	0	0.0037	0.0037	1.0			19832	0.7288040000000819	-
F87511_MLIG_G1	M1	6.0	-1723.485723	0	0	0.0	0.0	0.1557			17833	79.22023800000034	***
F87511_MLIG_G1	M2	8.0	-1683.8756039999998	0	0	0.0	0.0	23.3392	7.0	3.0	17833	79.22023800000034	***
F120504_MLIG_G1	M1	5.0	-757.16733	0	0	0.0	0.0063	0.0			3468	5.000000010113581e-05	-
F120504_MLIG_G1	M2	7.0	-757.1673049999999	0	0	0.0	0.0063	0.0	0.0	0.0	3468	5.000000010113581e-05	-
F84488_MLIG_G1	M1	6.0	-1118.450275	0	0	2.5117	2.5117	1.0			17309	0.8626639999997678	-
F84488_MLIG_G1	M2	8.0	-1118.018943	0	0	0.0	0.0	1.7751	0.0	0.0	17309	0.8626639999997678	-
F34323_TREG_G1	M2	8.0	-447.272646	0	0	0.0026	0.0045	0.5703	0.0	0.0	8996	-0.022592000000031476	-
F34323_TREG_G1	M1	6.0	-447.26135	0	0	0.0025	0.0045	0.5529999999999999			8996	-0.022592000000031476	-
F61204_MLIG_G1	M2	14.0	-719.827432	0	0	0.0	0.0	6.8124	8.0	1.0	13471	2.4007839999999305	-
F61204_MLIG_G1	M1	12.0	-721.027824	0	0	0.0	0.0	1.0			13471	2.4007839999999305	-
F101980_SMED_G1	M2	18.0	-99.263762	0	0	0.0	0.0	0.0389	0.0	0.0	333	1.3116899999999987	-
F101980_SMED_G1	M1	16.0	-99.919607	0	0	0.0	0.0	1.0			333	1.3116899999999987	-
F117714_TASI_G1	M1	5.0	-515.7693360000001	0	0	0.0	0.0	0.0			2981	-0.00013199999966673204	-
F117714_TASI_G1	M2	7.0	-515.7694019999999	0	0	0.0	0.0	0.7658	0.0	0.0	2981	-0.00013199999966673204	-
F73357_SMED_G1	M2	7.0	-332.49134399999997	0	0	2.3099	2.3099	1.0	0.0	0.0	15468	0.0	-
F73357_SMED_G1	M1	5.0	-332.49134399999997	0	0	2.2878	2.2878	1.0			15468	0.0	-
F48649_MLIG_G1	M1	6.0	-1861.221559	0	0	0.0005	0.0013	0.3862			11370	0.0	-
F48649_MLIG_G1	M2	8.0	-1861.221559	0	0	0.0005	0.0013	0.3861	0.0	0.0	11370	0.0	-
F50531_MLIG_G1	M1	7.0	-3144.331614	0	0	0.0	0.0	1.0			11677	0.02390200000081677	-
F50531_MLIG_G1	M2	9.0	-3144.3196629999998	0	0	0.0	0.0	3.0393	0.0	0.0	11677	0.02390200000081677	-
F58370_MLIG_G1	M2	9.0	-1909.677481	0	0	0.0	0.0	0.35700000000000004	0.0	0.0	12992	0.4501679999998487	-
F58370_MLIG_G1	M1	7.0	-1909.9025649999999	0	0	0.0	0.0	0.9967			12992	0.4501679999998487	-
F58324_MLIG_G1	M2	8.0	-3146.7964859999997	0	0	0.1486	0.0399	3.7259	0.0	0.0	12985	10.160598000000391	***
F58324_MLIG_G1	M1	6.0	-3151.876785	0	0	0.0031	0.0372	0.0844			12985	10.160598000000391	***
F50534_TASI_G1	M2	8.0	-711.5169860000001	0	0	0.0383	0.0418	0.9157	0.0	0.0	11678	4.381521999999677	-
F50534_TASI_G1	M1	6.0	-713.7077469999999	0	0	0.0125	0.022000000000000002	0.5685			11678	4.381521999999677	-
F103523_MLIG_G1	M1	5.0	-821.520949	0	0	0.0155	0.0203	0.7633			578	6.097625999999991	***
F103523_MLIG_G1	M2	7.0	-818.472136	0	0	0.048	0.0146	3.2884	0.0	0.0	578	6.097625999999991	***
F36411_HDIM_G1	M1	5.0	-364.574222	0	0	0.2497	0.8366	0.2984			9348	2.074452000000065	-
F36411_HDIM_G1	M2	7.0	-363.536996	0	0	17.4578	14.7836	1.1809	0.0	0.0	9348	2.074452000000065	-
F110614_MLIG_G1	M1	6.0	-488.288754	0	0	0.0	0.0	1.0			1760	0.12633000000005268	-
F110614_MLIG_G1	M2	8.0	-488.22558899999996	0	0	0.0	0.0	1.4674	0.0	0.0	1760	0.12633000000005268	-
F84664_MLIG_G1	M1	6.0	-1438.999843	0	0	0.0	0.0	0.2762			17336	3.999999989900971e-06	-
F84664_MLIG_G1	M2	8.0	-1438.999841	0	0	0.0	0.0	0.2762	0.0	0.0	17336	3.999999989900971e-06	-
F113435_HMIC_G1	M2	9.0	-965.931744	0	0	0.0	0.0	1.0	0.0	0.0	2256	-3.999999989900971e-06	-
F113435_HMIC_G1	M1	7.0	-965.931742	0	0	0.0	0.0	1.0			2256	-3.999999989900971e-06	-
F126519_MLIG_G1	M2	7.0	-750.7816339999999	0	0	0.0068	0.0616	0.1107	0.0	0.0	4504	0.034544000000096275	-
F126519_MLIG_G1	M1	5.0	-750.798906	0	0	0.0024	0.0274	0.0884			4504	0.034544000000096275	-
F83497_MLIG_G1	M1	5.0	-784.8223009999999	0	0	0.0066	0.0165	0.3993			17139	1.99999976757681e-06	-
F83497_MLIG_G1	M2	7.0	-784.8223	0	0	0.0074	0.0186	0.3993	0.0	0.0	17139	1.99999976757681e-06	-
F107213_MLIG_G1	M1	14.0	-2842.348027	0	0	0.0	0.0	0.9733			1175	-3.999999989900971e-05	-
F107213_MLIG_G1	M2	16.0	-2842.348047	0	0	0.0	0.0	0.9733	0.0	0.0	1175	-3.999999989900971e-05	-
F95329_MLIG_G1	M2	7.0	-300.95344	0	0	0.0	0.0	0.0	0.0	0.0	19147	4.0000000012696546e-05	-
F95329_MLIG_G1	M1	5.0	-300.95346	0	0	0.0	0.0	0.0			19147	4.0000000012696546e-05	-
F67002_MLIG_G1	M1	5.0	-793.177142	0	0	0.0008	0.0219	0.0359			14477	2.1883100000000013	-
F67002_MLIG_G1	M2	7.0	-792.082987	0	0	0.011000000000000001	0.0364	0.3036	0.0	0.0	14477	2.1883100000000013	-
F91785_TASI_G1	M2	7.0	-500.702425	0	0	0.0	0.0	0.0	0.0	0.0	18542	0.0	-
F91785_TASI_G1	M1	5.0	-500.702425	0	0	0.0	0.0	0.0			18542	0.0	-
F4946_MLIG_G1	M2	9.0	-4611.343411	0	0	0.0	0.0	3.6655	6.0	0.0	11512	16.675224000000526	***
F4946_MLIG_G1	M1	7.0	-4619.681023	0	0	2.6374	2.6374	1.0			11512	16.675224000000526	***
F11623_MLIG_G1	M2	14.0	-2064.362632	0	0	0.0	0.0	3.9231	18.0	3.0	2722	-1.8664759999992384	-
F11623_MLIG_G1	M1	12.0	-2063.4293940000002	0	0	0.0	0.0	0.9907			2722	-1.8664759999992384	-
F10163_MLIG_G1	M2	8.0	-1340.279946	0	0	0.0	0.0	0.2634	0.0	0.0	278	0.41073599999981525	-
F10163_MLIG_G1	M1	6.0	-1340.485314	0	0	0.0	0.0	0.1814			278	0.41073599999981525	-
F21574_MLIG_G1	M1	5.0	-1519.769481	0	0	0.0	0.0	0.0			6767	0.0	-
F21574_MLIG_G1	M2	7.0	-1519.769481	0	0	0.0	0.0	0.0	0.0	0.0	6767	0.0	-
F125759_MLIG_G1	M1	5.0	-2027.333954	0	0	0.0008	0.0111	0.0726			4380	3.999999989900971e-06	-
F125759_MLIG_G1	M2	7.0	-2027.333952	0	0	0.0007	0.0092	0.0726	0.0	0.0	4380	3.999999989900971e-06	-
F37732_MLIG_G1	M1	6.0	-127.228991	0	0	0.0	0.0	0.3481			9557	8.993833999999993	***
F37732_MLIG_G1	M2	8.0	-122.732074	0	0	0.0	0.0	6.2838	3.0	1.0	9557	8.993833999999993	***
F83469_MLIG_G1	M2	8.0	-1811.063788	0	0	0.0	0.0	0.1692	0.0	0.0	17134	-1.2080239999995683	-
F83469_MLIG_G1	M1	6.0	-1810.4597760000001	0	0	0.0	0.0	0.1638			17134	-1.2080239999995683	-
F13547_MLIG_G1	M2	8.0	-2795.373594	0	0	0.0	0.0	0.4739	0.0	0.0	5452	0.0	-
F13547_MLIG_G1	M1	6.0	-2795.373594	0	0	0.0	0.0	0.4739			5452	0.0	-
F33246_MLIG_G1	M2	8.0	-1398.3752259999999	0	0	0.0072	0.012	0.6006	0.0	0.0	8834	2.000000222324161e-06	-
F33246_MLIG_G1	M1	6.0	-1398.375227	0	0	0.0072	0.012	0.6006			8834	2.000000222324161e-06	-
F52856_SMED_G1	M2	7.0	-687.038354	0	0	0.0	0.0	0.7672	0.0	0.0	12074	0.0	-
F52856_SMED_G1	M1	5.0	-687.038354	0	0	0.0064	0.0084	0.7672			12074	0.0	-
F25662_SMED_G1	M1	5.0	-307.576364	0	0	0.0252	0.083	0.3036			7458	19.157042000000047	***
F25662_SMED_G1	M2	7.0	-297.997843	0	0	0.0956	0.0087	10.9582	4.0	1.0	7458	19.157042000000047	***
F22895_MLIG_G1	M2	12.0	-2466.477271	0	0	0.0	0.0	5.4827	74.0	32.0	6993	6.993059999999787	***
F22895_MLIG_G1	M1	10.0	-2469.973801	0	0	0.0	0.0	0.8302			6993	6.993059999999787	***
F70656_MCOR_G1	M1	5.0	-340.201507	0	0	0.0279	0.0279	1.0			15057	1.0527199999999084	-
F70656_MCOR_G1	M2	7.0	-339.67514700000004	0	0	0.0348	0.0177	1.9656	0.0	0.0	15057	1.0527199999999084	-
F24681_TREG_G1	M1	52.0	-3873.352669	0	0	0.0	0.0	0.9831			7290	-103.43281600000046	-
F24681_TREG_G1	M2	54.0	-3925.069077	0	0	0.0	0.0	2.2717	9.0	6.0	7290	-103.43281600000046	-
F95728_SMED_G1	M1	5.0	-676.444252	0	0	0.0562	0.0621	0.9057			19214	0.0	-
F95728_SMED_G1	M2	7.0	-676.444252	0	0	0.0526	0.0581	0.9057	0.0	0.0	19214	0.0	-
F67180_SMED_G1	M1	5.0	-1213.564622	0	0	0.0	0.0119	0.0			14510	-5.355115999999725	-
F67180_SMED_G1	M2	7.0	-1216.24218	0	0	0.0022	0.0062	0.3551	0.0	0.0	14510	-5.355115999999725	-
F104406_SMAN_G1	M2	9.0	-281.866296	0	0	0.0	0.0	0.9502	0.0	0.0	719	0.0	-
F104406_SMAN_G1	M1	7.0	-281.866296	0	0	0.0	0.0	0.9502			719	0.0	-
F30355_SMED_G1	M1	5.0	-631.157462	0	0	0.0036	0.0415	0.0866			8325	21.743659999999863	***
F30355_SMED_G1	M2	7.0	-620.2856320000001	0	0	0.2331	0.0174	13.4302	0.0	0.0	8325	21.743659999999863	***
F118948_MLIG_G1	M1	5.0	-1331.7840609999998	0	0	0.0002	0.0008	0.2488			3213	0.0	-
F118948_MLIG_G1	M2	7.0	-1331.7840609999998	0	0	0.0	0.0	0.2488	0.0	0.0	3213	0.0	-
F50852_MLIG_G1	M2	8.0	-913.8569369999999	0	0	0.0036	0.0136	0.2643	0.0	0.0	11740	0.8739900000002763	-
F50852_MLIG_G1	M1	6.0	-914.293932	0	0	0.0025	0.0244	0.1021			11740	0.8739900000002763	-
F103558_MLIG_G1	M1	6.0	-1042.949102	0	0	0.0	0.005	0.0			586	0.000161999999818363	-
F103558_MLIG_G1	M2	8.0	-1042.9490210000001	0	0	0.0	0.005	0.0	0.0	0.0	586	0.000161999999818363	-
F99055_MLIG_G1	M2	7.0	-5137.1904	0	0	0.0	0.0	0.5807	0.0	0.0	19745	0.19723999999951047	-
F99055_MLIG_G1	M1	5.0	-5137.28902	0	0	0.0065	0.0118	0.5507			19745	0.19723999999951047	-
F117359_MLIG_G1	M1	5.0	-1378.810705	0	0	0.0	0.0	1.0			2912	0.7845839999999953	-
F117359_MLIG_G1	M2	7.0	-1378.418413	0	0	0.0	0.0	998.9996	0.0	0.0	2912	0.7845839999999953	-
F43321_MLIG_G1	M1	5.0	-459.20923700000003	0	0	0.003	0.0135	0.2208			10464	0.3782820000000129	-
F43321_MLIG_G1	M2	7.0	-459.020096	0	0	0.0	0.0	0.8404	0.0	0.0	10464	0.3782820000000129	-
F129699_MLIG_G1	M1	5.0	-1232.145493	0	0	0.0	0.0	0.3485			5039	0.00015200000007098424	-
F129699_MLIG_G1	M2	7.0	-1232.145417	0	0	0.0	0.0	519.8263	0.0	0.0	5039	0.00015200000007098424	-
F90905_MLIG_G1	M2	8.0	-577.458491	0	0	0.0	0.0	7.7513	0.0	0.0	18400	1.3349060000000463	-
F90905_MLIG_G1	M1	6.0	-578.125944	0	0	0.0	0.0	0.0632			18400	1.3349060000000463	-
F29277_OVIV_G1	M1	5.0	-423.25008499999996	0	0	12.1467	25.4021	0.4782			8159	-0.05102800000008756	-
F29277_OVIV_G1	M2	7.0	-423.275599	0	0	6.2187	36.126	0.1721	0.0	0.0	8159	-0.05102800000008756	-
F121871_SMAT_G5	M1	5.0	-2577.47332	0	0	0.0007	0.0036	0.1869			3729	-0.0001940000001923181	-
F121871_SMAT_G5	M2	7.0	-2577.473417	0	0	0.0	0.0	0.187	0.0	0.0	3729	-0.0001940000001923181	-
F124948_SMED_G1	M2	7.0	-201.248603	0	0	0.08900000000000001	0.0126	7.0631	2.0	0.0	4238	5.920118000000002	-
F124948_SMED_G1	M1	5.0	-204.208662	0	0	0.0421	0.0421	1.0			4238	5.920118000000002	-
F105257_SMED_G1	M1	5.0	-652.9197280000001	0	0	0.0	0.0016	0.0			873	0.00012200000014672696	-
F105257_SMED_G1	M2	7.0	-652.919667	0	0	0.0	0.0174	0.0	0.0	0.0	873	0.00012200000014672696	-
F18317_MLIG_G1	M2	9.0	-1464.0357119999999	0	0	0.0	0.0	0.2239	0.0	0.0	6229	6.000000212225132e-06	-
F18317_MLIG_G1	M1	7.0	-1464.035715	0	0	0.0	0.0	0.2239			6229	6.000000212225132e-06	-
F80113_SCUR_G1	M2	7.0	-252.517974	0	0	0.0	0.0	999.0	0.0	0.0	16588	1.6366460000000416	-
F80113_SCUR_G1	M1	5.0	-253.33629700000003	0	0	0.0112	0.0112	1.0			16588	1.6366460000000416	-
F36674_MLIG_G1	M2	8.0	-3950.6469829999996	0	0	0.0	0.0	0.1497	0.0	0.0	9386	0.7710100000012972	-
F36674_MLIG_G1	M1	6.0	-3951.0324880000003	0	0	0.0	0.0	0.0633			9386	0.7710100000012972	-
F92793_MLIG_G1	M1	5.0	-485.10621299999997	0	0	0.0	0.0	0.0			18727	0.0001059999999597494	-
F92793_MLIG_G1	M2	7.0	-485.10616	0	0	0.0	0.0173	0.0	0.0	0.0	18727	0.0001059999999597494	-
F63168_MLIG_G1	M2	7.0	-228.076757	0	0	0.004	0.0948	0.042	0.0	0.0	13778	9.400000004688991e-05	-
F63168_MLIG_G1	M1	5.0	-228.076804	0	0	0.004	0.0948	0.042			13778	9.400000004688991e-05	-
F92871_MLIG_G1	M1	7.0	-537.194773	0	0	0.0	0.0	0.0			18738	0.0003140000001167209	-
F92871_MLIG_G1	M2	9.0	-537.194616	0	0	0.0	0.0	0.0	0.0	0.0	18738	0.0003140000001167209	-
F6800_SMAR_G1	M2	7.0	-2756.343867	0	0	0.0	0.0	0.1704	0.0	0.0	14644	-1.99999976757681e-06	-
F6800_SMAR_G1	M1	5.0	-2756.343866	0	0	0.0004	0.0023	0.1704			14644	-1.99999976757681e-06	-
F70294_MLIG_G1	M1	5.0	-229.942083	0	0	0.0	0.0	0.0			15003	0.0	-
